title,price,discount,reviews,sold,url,image_url
Moto G5G 2024 | 4+2 GB Ram | 5000MAH Battery ! 128GB Stoarge | Gaming Phone | Non PTA (Sim Not Working) | Budget friendly Mobile | Type-c Fast Charging | 50MP Camera | Snapdragon 4 Gen 1 (6nm) Prossor | Gaming Phone On installment | Pubg & FreeFire Suppor,"Rs. 16,486",13% OffCoins save Rs. 824,0,0,https://www.daraz.pk/products/5-2024-42-5000mah-128-50-4-1-6nm-i1950419399.html,https://img.drz.lazcdn.com/g/kf/Se9274946b6a94951a8f8312b02ab98e0j.jpg_200x200q80.avif
Realme Note 60X 4GB/64GB,"Rs. 29,999",N/A,0,40,https://www.daraz.pk/products/realme-note-60x-4gb64gb-i1949021729.html,https://img.drz.lazcdn.com/static/pk/p/731a4aa3e8a44bcf4e34447f331dfd1a.png_200x200q80.avif
Apple iPhone 17 Pro Max - 256GB - PTA APPROVED,"Rs. 528,999",6% Off,0,6,https://www.daraz.pk/products/apple-iphone-17-pro-max-256gb-pta-approved-i1947438095.html,https://img.drz.lazcdn.com/static/pk/p/184a20484885a5dc31dd169e3049b195.png_200x200q80.avif
Vivo Y31d - 8GB RAM 128GB ROM 7200mAh Battery 44w Fast Charge PTA Approved 1 Year Official Brand Warranty,"Rs. 63,980",3% OffCoins save Rs. 640,0,0,https://www.daraz.pk/products/vivo-y31d-8gb-ram-128gb-rom-7200mah-44w-pta-1-i1951648034.html,https://img.drz.lazcdn.com/static/pk/p/56fdb799d614475225129a57ba652520.png_200x200q80.avif
Redmi 15 8GB+128GB - PTA APPROVED,"Rs. 52,499",N/A,29,446,https://www.daraz.pk/products/redmi-15-8gb128gb-pta-approved-i924421704.html,https://img.drz.lazcdn.com/static/pk/p/54c4674ef7f568ecc38e4e824a4cb243.jpg_200x200q80.avif
Tecno Camon 40 Pro 8GB+256GB PTA APPROVED,"Rs. 66,999",12% Off,119,4.1K,https://www.daraz.pk/products/tecno-camon-40-pro-8gb256gb-pta-approved-i916096591.html,https://img.drz.lazcdn.com/static/pk/p/2d4e7b3cd34464f62d36526cd11e28c6.jpg_200x200q80.avif
Vivo Y11d - 6.74'' 120Hz Display 4GB RAM 128GB ROM  50MP Camera 6500mAh Battery PTA Approved 1Year Official Brand Warranty,"Rs. 43,999",N/A,0,0,https://www.daraz.pk/products/vivo-y11d-674-120hz-4gb-ram-128gb-rom-50mp-6500mah-pta-1-i1951455085.html,https://img.drz.lazcdn.com/static/pk/p/e724df16c7620cede497ef9235bef40b.jpg_200x200q80.avif
"Etachi Icon just look like
Iphone design Icon Mini Touch Mobile 2gb 16gb
3.75-inch touch screen Dual sim
Pta approve","Rs. 14,249",5% OffCoins save Rs. 712,0,0,https://www.daraz.pk/products/2-16-375-i1951168835.html,https://img.drz.lazcdn.com/g/kf/Sa0d4e1caa99242e5895a687bc2142c64m.jpg_200x200q80.avif
Infinix Hot 60i 8GB+256GB,"Rs. 42,448",6% Off,6,134,https://www.daraz.pk/products/infinix-hot-60i-8gb256gb-i1947525898.html,https://img.drz.lazcdn.com/static/pk/p/ca48be41a2d1fa9fa35d78e722fb49d9.jpg_200x200q80.avif
Infinix Hot 60i 6GB+128GB PTA APPROVED,"Rs. 41,999",N/A,5,352,https://www.daraz.pk/products/infinix-hot-60i-6gb128gb-pta-approved-i916102582.html,https://img.drz.lazcdn.com/static/pk/p/f870a86a3e72c18e3b5c81e38fb34b4d.jpg_200x200q80.avif
Vivo Y11d - 6.74'' 120Hz Display 6GB RAM 128GB ROM  50MP Camera 6500mAh Battery PTA Approved 1Year Official Brand Warranty,"Rs. 52,980",4% OffCoins save Rs. 530,0,0,https://www.daraz.pk/products/vivo-y11d-674-120hz-6gb-ram-128gb-rom-50mp-6500mah-pta-1-i1951622868.html,https://img.drz.lazcdn.com/static/pk/p/ff709961e6a06dcff18253b7e29b06e8.jpg_200x200q80.avif
Original Vivo Y66 | 100% Inspected Fresh Stock | 4GB RAM 64GB ROM(3/32 for user) | 13MP Camera | Dual Sim Approved | With Box & Charger | Premium Quality |  Vivo Mobile Phone | Globally Customized,"Rs. 11,499",43% Off,187,714,https://www.daraz.pk/products/original-vivo-y66-100-inspected-fresh-stock-4gb-ram-64gb-rom332-for-user-13mp-camera-dual-sim-approved-with-box-charger-premium-quality-vivo-mobile-phone-globally-customized-i434604001.html,https://img.drz.lazcdn.com/collect/sg/p/040c5781f01c79cfeb833e274cc3b6a4.jpg_200x200q80.avif
Redmi A5 4 GB RAM ROM 64 Non Scanned - Non Active - PTA APPROVED,"Rs. 25,199",10% Off,57,3.9K,https://www.daraz.pk/products/redmi-a5-4-gb-ram-rom-64-non-scanned-non-active-pta-approved-i801532292.html,https://img.drz.lazcdn.com/static/pk/p/4724535adb28c38ad62807240a02bb18.jpg_200x200q80.avif
Itel City 200 4GB RAM 128GB ROM Front Camera 8MP Back Camera 50MP 520018 mAh Battery One Year Brand Warenty,"Rs. 28,999",17% Off,0,0,https://www.daraz.pk/products/200-4gb-128gb-8mp-50mp-520018-mah-i1951438521.html,https://img.drz.lazcdn.com/static/pk/p/83b7a9776b81a65f075dcb587c758502.jpg_200x200q80.avif
"Nothing Phone CMF PHONE 1, 8/128GB - PTA Approved - Nothing Phone","Rs. 75,799","11% OffCoins save Rs. 2,274",1,0,https://www.daraz.pk/products/cmf-1-8128gb-pta-i941757431.html,https://img.drz.lazcdn.com/static/pk/p/4c08fe03011803cee035480743b1a16b.jpg_200x200q80.avif
Redmi 15C 6GB +128GB - PTA APPROVED,"Rs. 35,799",11% Off,76,1.5K,https://www.daraz.pk/products/redmi-15c-6gb-128gb-pta-approved-i923162414.html,https://img.drz.lazcdn.com/static/pk/p/bc6ea98d42a79ea09d71d944a4eb0b49.jpg_200x200q80.avif
Tecno SPARK 40 6GB+128GB PTA APPROVED,"Rs. 56,999",N/A,95,2.8K,https://www.daraz.pk/products/tecno-spark-40-6gb128gb-pta-approved-i916086724.html,https://img.drz.lazcdn.com/static/pk/p/8d6ba1709048dd073ac6dbf8ae4a5cea.jpg_200x200q80.avif
Tecno Camon 50 8GB + 256GB,"Rs. 73,998",1% Off,0,0,https://www.daraz.pk/products/tecno-camon-50-8gb-256gb-i1951494214.html,https://img.drz.lazcdn.com/static/pk/p/879ef0608df436d3b93f253d8e576dce.png_200x200q80.avif
Vivo Y19 | 4GB RAM | 128GB Storage | Dual Sim | PTA Approve | 5000 MAH Big Battery | Dual Speaker | FingerPrint + Face Unlock | Vivo Mobile On Installment,"Rs. 21,953","13% OffCoins save Rs. 1,098",0,0,https://www.daraz.pk/products/19-4-128-5000-i1951287793.html,https://img.drz.lazcdn.com/g/kf/Scbff730d245246669c259b3da89b7b15t.jpg_200x200q80.avif
"Oppo A57 - 5.2"" HD Display - 3GB RAM - 32GB ROM - Dual Sim - Official PTA Approved - Android 14 Updated (Box Only, No Charger and Accessories Not Included - Mix Color)","Rs. 10,999",27% Off,0,0,https://www.daraz.pk/products/oppo-a57-52-3-32-14-i1951215221.html,https://img.drz.lazcdn.com/static/pk/p/67aec0130b4b10dcfcae7879a7e8ea0c.png_200x200q80.avif
Motorola | Moto G Stylus 5G 2023 | 128GB Storage | 4GB RAM | Qualcomm SM6450 Snapdragon 6 Gen 1 | 5000 mAh Battery | 50MP Camera | Non PTA Approved | SIM Lock | Mobile Phone,"Rs. 21,000",16% Off,0,0,https://www.daraz.pk/products/5-2023-128-4-qualcomm-sm6450-snapdragon-6-gen-1-5000-50-i1951221734.html,https://img.drz.lazcdn.com/static/pk/p/19f7085a3e37b0bf0529ea1016c72fe3.jpg_200x200q80.avif
Samsung Galaxy A07 4GB+64GB - PTA APPROVED,"Rs. 34,999",N/A,222,4.5K,https://www.daraz.pk/products/samsung-galaxy-a07-4gb64gb-pta-approved-i924758885.html,https://img.drz.lazcdn.com/static/pk/p/30ae5596ae71560071500df90df58a97.jpg_200x200q80.avif
Samsung Galaxy A07 4GB+128GB - PTA APPROVED,"Rs. 31,999",25% Off,96,2.7K,https://www.daraz.pk/products/samsung-galaxy-a07-4gb128gb-pta-approved-i924759919.html,https://img.drz.lazcdn.com/static/pk/p/65944db0c4413616e2adf8905a90664c.jpg_200x200q80.avif
realme 16 5G | 8GB RAM + 256GB ROM,"Rs. 129,999",N/A,0,0,https://www.daraz.pk/products/realme-16-5g-8gb-ram-256gb-rom-i1951147850.html,https://img.drz.lazcdn.com/static/pk/p/ba602ec98ff0e78fb8773bb4da456039.jpg_200x200q80.avif
Infinix Note 60 8GB+256GB,"Rs. 82,999",2% Off,0,0,https://www.daraz.pk/products/infinix-note-60-8gb256gb-i1950431843.html,https://img.drz.lazcdn.com/static/pk/p/b7c502cf5386d055715054ea50556d15.png_200x200q80.avif
Tecno Camon 40 Pro 8GB+256GB PTA APPROVED,"Rs. 66,999",12% Off,119,4.1K,https://www.daraz.pk/products/tecno-camon-40-pro-8gb256gb-pta-approved-i916096591.html,https://img.drz.lazcdn.com/static/pk/p/2d4e7b3cd34464f62d36526cd11e28c6.jpg_200x200q80.avif
"Etachi Icon just look like
Iphone design Icon Mini Touch Mobile 2gb 16gb
3.75-inch touch screen Dual sim
Pta approve","Rs. 14,249",5% OffCoins save Rs. 712,0,0,https://www.daraz.pk/products/2-16-375-i1951168835.html,https://img.drz.lazcdn.com/g/kf/Sa0d4e1caa99242e5895a687bc2142c64m.jpg_200x200q80.avif
Apple iPhone 17 Pro Max - 256GB - PTA APPROVED,"Rs. 528,999",6% Off,0,6,https://www.daraz.pk/products/apple-iphone-17-pro-max-256gb-pta-approved-i1947438095.html,https://img.drz.lazcdn.com/static/pk/p/184a20484885a5dc31dd169e3049b195.png_200x200q80.avif
Infinix Hot 60i 8GB+256GB,"Rs. 42,448",6% Off,6,134,https://www.daraz.pk/products/infinix-hot-60i-8gb256gb-i1947525898.html,https://img.drz.lazcdn.com/static/pk/p/ca48be41a2d1fa9fa35d78e722fb49d9.jpg_200x200q80.avif
Samsung Mobile Galaxy S5 No Sims(WiFi Only) | Snapdraghon 801 | YouTube Instagram TikTok Facebook Preinstalled | Compatible Charger Included | Condition 9/10 | Samsung Mobile Phone | Globally Customized,"Rs. 7,998",60% Off,0,0,https://www.daraz.pk/products/5-801-910-i1951470256.html,https://img.drz.lazcdn.com/static/pk/p/6d111a9ecb41f620dd8a128909386412.jpg_200x200q80.avif
Samsung Galaxy A17 8GB + 256 GB,"Rs. 60,999",27% Off,69,2.1K,https://www.daraz.pk/products/samsung-galaxy-a17-8gb-256-gb-i924762805.html,https://img.drz.lazcdn.com/static/pk/p/84d4a5bd3a65f0888160460bc17ceda2.jpg_200x200q80.avif
Kyocera E-6910 Rugged Phone | Military Grade Waterproof Dustproof Shockproof |  Japanese Brand Durable Smartphone | Single Sim Approved | With Charger & Handsfree |  Best Rugged Phone Pakistan,"Rs. 16,998",43% Off,0,0,https://www.daraz.pk/products/kyocera-e-6910-rugged-phone-military-grade-waterproof-dustproof-shockproof-japanese-brand-durable-smartphone-single-sim-approved-with-charger-handsfree-best-rugged-phone-pakistan-i1951578910.html,https://img.drz.lazcdn.com/static/pk/p/ccb0e46d25063fa811a6aedade22e66a.jpg_200x200q80.avif
Infinix Hot 60i 6GB+128GB PTA APPROVED,"Rs. 41,999",N/A,5,352,https://www.daraz.pk/products/infinix-hot-60i-6gb128gb-pta-approved-i916102582.html,https://img.drz.lazcdn.com/static/pk/p/f870a86a3e72c18e3b5c81e38fb34b4d.jpg_200x200q80.avif
Tecno Spark GO 3 4/64,"Rs. 27,200",6% Off,12,638,https://www.daraz.pk/products/tecno-spark-go-3-464-i1948224278.html,https://img.drz.lazcdn.com/static/pk/p/72cf82730bbdd048bcd35c04a16276c6.jpg_200x200q80.avif
Samsung Galaxy A07 6GB+128GB PTA APPROVED,"Rs. 49,500",N/A,97,2.4K,https://www.daraz.pk/products/samsung-galaxy-a07-6gb128gb-pta-approved-i924786211.html,https://img.drz.lazcdn.com/static/pk/p/65944db0c4413616e2adf8905a90664c.jpg_200x200q80.avif
Samsung Galaxy S26 Ultra - 256 GB,"Rs. 424,999",N/A,4,31,https://www.daraz.pk/products/samsung-galaxy-ultra-256-gb-i1947937840.html,https://img.drz.lazcdn.com/static/pk/p/5fa22842f61dac93e21cfdc53fa7f59d.jpg_200x200q80.avif
Vivo Y11d - 6.74'' 120Hz Display 4GB RAM 128GB ROM  50MP Camera 6500mAh Battery PTA Approved 1Year Official Brand Warranty,"Rs. 43,999",N/A,0,0,https://www.daraz.pk/products/vivo-y11d-674-120hz-4gb-ram-128gb-rom-50mp-6500mah-pta-1-i1951455085.html,https://img.drz.lazcdn.com/static/pk/p/e724df16c7620cede497ef9235bef40b.jpg_200x200q80.avif
"Infinix Note 60 Pro 5G 8GB + 8GB Ram 256GB Rom || 6.78 Inches AMOLED 144Hz 1.5K Display || IP64 , Snapdragon 7s Gen 4 || 6500 mAh Fast Charging 90W || Wireless 30W,","Rs. 115,000",4% Off,0,0,https://www.daraz.pk/products/60-5g-8gb-8gb-256gb-678-hz-144-k-ip64-7s-gen-4-wanch-6500-mah-90w-ace-30w-i1950531354.html,https://img.drz.lazcdn.com/static/pk/p/734a62635d59dde751b9b38fb6509e20.png_200x200q80.avif
Google Pixel 9 12 GB - 128 GB Dual Sim,"Rs. 152,000",N/A,0,0,https://www.daraz.pk/products/9-12-128-i1951178436.html,https://img.drz.lazcdn.com/g/kf/S85970d89abb646a8836b1441ee55cc094.jpg_200x200q80.avif
Google Pixel 9 Pro XL Official PTA Approved 16 GB - 128/256 GB Dual Sim,"Rs. 208,000",N/A,0,0,https://www.daraz.pk/products/9-16-128256-i1951188318.html,https://img.drz.lazcdn.com/g/kf/S3a08627b2609435784ab234987cbdfa5F.jpg_200x200q80.avif
Tecno SPARK 40 Pro 8GB+256GB PTA APPROVED,"Rs. 52,998",7% Off,40,778,https://www.daraz.pk/products/tecno-spark-40-pro-8gb256gb-pta-approved-i916094610.html,https://img.drz.lazcdn.com/static/pk/p/6b6c2a3dbf82e2497f5f9ba7e600faff.jpg_200x200q80.avif
Tecno Camon 50 PRO 8GB/256GB,"Rs. 83,799",3% Off,1,14,https://www.daraz.pk/products/tecno-camon-50-pro-8gb256gb-i1949447782.html,https://img.drz.lazcdn.com/static/pk/p/d0571326ba32e9fae6927348b4d412e2.jpg_200x200q80.avif
Motorola | Moto G 5G 2024 | 128GB Storage | 4GB RAM | Snapdragon 4 Gen 1 | 5000mAh Battery | 6.6″ IPS LCD Display | Non PTA Approved (SIM Lock) | Mobile Phone,"Rs. 19,999",9% Off,0,0,https://www.daraz.pk/products/5-2024-128-4-4-1-5000mah-66-i1951245151.html,https://img.drz.lazcdn.com/static/pk/p/529d7f82b75972dbb07ce74c23ddd95d.jpg_200x200q80.avif
Samsung Galaxy A17 6GB + 128GB PTA APPROVED,"Rs. 52,999",21% Off,20,648,https://www.daraz.pk/products/samsung-galaxy-a17-6gb-128gb-pta-approved-i924783262.html,https://img.drz.lazcdn.com/static/pk/p/84d4a5bd3a65f0888160460bc17ceda2.jpg_200x200q80.avif
OPPO A6 256GB,"Rs. 60,299",7% Off,0,0,https://www.daraz.pk/products/oppo-a6-256gb-i1950746017.html,https://img.drz.lazcdn.com/static/pk/p/84426268e39c68b7f3ee87c7b919a400.jpg_200x200q80.avif
Tecno SPARK 40 6GB+128GB PTA APPROVED,"Rs. 56,999",N/A,95,2.8K,https://www.daraz.pk/products/tecno-spark-40-6gb128gb-pta-approved-i916086724.html,https://img.drz.lazcdn.com/static/pk/p/8d6ba1709048dd073ac6dbf8ae4a5cea.jpg_200x200q80.avif
Villaon V50s 4GB RAM 64GB ROM Front Camera 5MP Back Camera 8MP 4000mAh  Battery One Year Brand Warenty,"Rs. 21,999",12% Off,0,0,https://www.daraz.pk/products/4gb-v50s-64gb-5mp-8mp-4000mah-i1949603864.html,https://img.drz.lazcdn.com/static/pk/p/d01c0b50851b4dc6ce89ef57b8bb64f6.jpg_200x200q80.avif
Redmi A5 4GB+128GB - PTA APPROVED,"Rs. 30,999",N/A,15,999,https://www.daraz.pk/products/redmi-a5-4gb128gb-pta-approved-i932541571.html,https://img.drz.lazcdn.com/static/pk/p/ce7b91316ecda741ed891c4663b306e5.jpg_200x200q80.avif
Tecno Spark GO 3 4/128,"Rs. 31,999",N/A,6,397,https://www.daraz.pk/products/tecno-spark-go-3-4128-i1948065372.html,https://img.drz.lazcdn.com/static/pk/p/d3f225777ad76126ab8fb15410216ef2.jpg_200x200q80.avif
Samsung Galaxy S26 Ultra - 512 GB,"Rs. 489,999",N/A,4,28,https://www.daraz.pk/products/samsung-galaxy-ultra-512-gb-i1947943383.html,https://img.drz.lazcdn.com/static/pk/p/ae1add485305372090fe65f461b4c534.jpg_200x200q80.avif
Google Pixel 6a Official PTA Approved 6 GB - 128 GB Dual Sim,"Rs. 64,000",N/A,0,0,https://www.daraz.pk/products/6-6-128-i1950557989.html,https://img.drz.lazcdn.com/g/kf/S7d275879139c4802b31fad2714d5632dd.jpg_200x200q80.avif
"Vivo Y66 | Dual Sim | PTA Approve | 4GB Ram 64GB Storage | Long Lasting 3000 MAH Battery | Memory Card Suppirt | Vivo Box , Charger Sim Injector Tool & Phone | Vivo Mobile | Mobile Phone On Easy Installment | Whatsapp , Youtube Facebook & Tiktok Working","Rs. 17,395",21% OffCoins save Rs. 870,1,9,https://www.daraz.pk/products/66-4-64-3000-i1950750341.html,https://img.drz.lazcdn.com/g/kf/S386696c696d343c3a0941b2389a8b361V.jpg_200x200q80.avif
Infinix Smart 10 Plus 4GB+128GB - PTA APPROVED,"Rs. 29,999",6% Off,12,180,https://www.daraz.pk/products/infinix-smart-10-plus-4gb128gb-pta-approved-i916136923.html,https://img.drz.lazcdn.com/static/pk/p/bb8e5d05fbd73c52ffb9142c750d62a2.jpg_200x200q80.avif
